"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","view_history","mouse_click","stim_duration","exp_stage","stim","coded_response","trial_num","reference","stim_rating","reference_rating","responses","credit_var"
"","2014","","2014","500","stim","single-stim-button","86","267686","0.0-85.0","dietary_decision","true","0","","Neutral","2014","taste_rating","slimfastC","0","32","","","","",""
"","1190","","1190","500","stim","single-stim-button","87","269388","0.0-86.0","dietary_decision","true","0","","Neutral","1190","taste_rating","100Grand","0","33","","","","",""
"","1988","","1988","500","stim","single-stim-button","88","271880","0.0-87.0","dietary_decision","true","0","","Neutral","1988","taste_rating","frozenyogart","0","34","","","","",""
"","1927","","1927","500","stim","single-stim-button","89","274321","0.0-88.0","dietary_decision","true","0","","Bad","1927","taste_rating","sbcrackers","-1","35","","","","",""
"","1982","","1982","500","stim","single-stim-button","90","276806","0.0-89.0","dietary_decision","true","0","","Neutral","1982","taste_rating","raisins","0","36","","","","",""
"","1768","","1768","500","stim","single-stim-button","91","279080","0.0-90.0","dietary_decision","true","0","","Bad","1768","taste_rating","FlamingCheetos","-1","37","","","","",""
"","2362","","2362","500","stim","single-stim-button","92","281958","0.0-91.0","dietary_decision","true","0","","Neutral","2362","taste_rating","cookies","0","38","","","","",""
"","1249","","1249","500","stim","single-stim-button","93","283717","0.0-92.0","dietary_decision","true","0","","Neutral","1249","taste_rating","ChipsAhoy","0","39","","","","",""
"","2486","","2486","500","stim","single-stim-button","94","286708","0.0-93.0","dietary_decision","true","0","","Very_Good","2486","taste_rating","Oreos","2","40","","","","",""
"","2382","","2382","500","stim","single-stim-button","95","289592","0.0-94.0","dietary_decision","true","0","","Neutral","2382","taste_rating","orangejello","0","41","","","","",""
"","1911","","1911","500","stim","single-stim-button","96","292005","0.0-95.0","dietary_decision","true","0","","Very_Good","1911","taste_rating","KitKat","2","42","","","","",""
"","1279","","1279","500","stim","single-stim-button","97","293786","0.0-96.0","dietary_decision","true","0","","Good","1279","taste_rating","uToberlorone","1","43","","","","",""
"","2256","","2256","500","stim","single-stim-button","98","296545","0.0-97.0","dietary_decision","true","0","","Good","2256","taste_rating","Doritosranch","1","44","","","","",""
"","3036","","3036","500","stim","single-stim-button","99","300083","0.0-98.0","dietary_decision","true","0","","Neutral","3036","taste_rating","carrots","0","45","","","","",""
"","995","","995","500","stim","single-stim-button","100","301591","0.0-99.0","dietary_decision","true","0","","Neutral","995","taste_rating","keeblerrainbow","0","46","","","","",""
"","1552","","1552","500","stim","single-stim-button","101","303645","0.0-100.0","dietary_decision","true","0","","Bad","1552","taste_rating","RiceKrispyTreat","-1","47","","","","",""
"","2075","","2075","500","stim","single-stim-button","102","306221","0.0-101.0","dietary_decision","true","0","","Good","2075","taste_rating","laysclassic","1","48","","","","",""
"","1403","","1403","500","stim","single-stim-button","103","308128","0.0-102.0","dietary_decision","true","0","","Good","1403","taste_rating","wwbrownie","1","49","","","","",""
"","","","","","setup test","call-function","104","308677","0.0-104.0","dietary_decision","true","0","","","","","","","","","","","",""
"<div class = dd_centerbox><p class = ""block-text"">In the next block of trials you should choose whether you would rather eat the food shown on each trial OR the food shown below. You will select response from ""Strong No"", ""No"", ""Neutral"", ""Yes"" and ""Strong Yes"". ""No"" means that you would rather eat the food below, while ""Yes"" means you would rather eat the food displayed on that trial.</p><p class = block-text>Take these decisions seriously. Imagine that at the end of the experiment you had to eat the food you chose in one random decision.</p><p class = block-text>Press <strong>enter</strong> to begin.</p></div></div><div class = dd_referenceBox><img class = dd_Stim src = /static/experiments/dietary_decision/images/Lindt.bmp </img></div>","54200","13","54200","500","decision_text","poldrack-text","105","362878","0.0-105.0","dietary_decision","true","1","","","","","","","","","","","",""
"","3431","","3431","500","stim","single-stim-button","106","366825","0.0-106.0","dietary_decision","true","0","","Strong_Yes","3431","decision","KitKat","2","0","Lindt","{""health"":0,""taste"":2}","{""health"":0,""taste"":0}","",""
"","3193","","3193","500","stim","single-stim-button","107","370532","0.0-107.0","dietary_decision","true","0","","Neutral","3193","decision","cranberries","0","1","Lindt","{""health"":""NaN"",""taste"":0}","{""health"":0,""taste"":0}","",""
"","-1","","4000","500","stim","single-stim-button","108","375039","0.0-108.0","dietary_decision","true","0","","-1","4000","decision","strawberries","-3","2","Lindt","{""health"":1,""taste"":-1}","{""health"":0,""taste"":0}","",""
"","2002","","2002","500","stim","single-stim-button","109","377554","0.0-109.0","dietary_decision","true","0","","Neutral","2002","decision","cherryicecream","0","3","Lindt","{""health"":""NaN"",""taste"":0}","{""health"":0,""taste"":0}","",""
"","3001","","3001","500","stim","single-stim-button","110","381067","0.0-110.0","dietary_decision","true","0","","Neutral","3001","decision","uTwix","0","4","Lindt","{""health"":-1,""taste"":1}","{""health"":0,""taste"":0}","",""
"","1365","","1365","500","stim","single-stim-button","111","382945","0.0-111.0","dietary_decision","true","0","","Neutral","1365","decision","Ghiradelli","0","5","Lindt","{""health"":""NaN"",""taste"":0}","{""health"":0,""taste"":0}","",""
"","1706","","1706","500","stim","single-stim-button","112","385162","0.0-112.0","dietary_decision","true","0","","Yes","1706","decision","reddelicious","1","6","Lindt","{""health"":2,""taste"":1}","{""health"":0,""taste"":0}","",""
"","2020","","2020","500","stim","single-stim-button","113","387694","0.0-113.0","dietary_decision","true","0","","No","2020","decision","keeblerfudgestripes","-1","7","Lindt","{""health"":-1,""taste"":1}","{""health"":0,""taste"":0}","",""
"","1583","","1583","500","stim","single-stim-button","114","389778","0.0-114.0","dietary_decision","true","0","","No","1583","decision","ChipsAhoy","-1","8","Lindt","{""health"":-1,""taste"":0}","{""health"":0,""taste"":0}","",""
"","1721","","1721","500","stim","single-stim-button","115","392011","0.0-115.0","dietary_decision","true","0","","Neutral","1721","decision","blueberryyogart","0","9","Lindt","{""health"":""NaN"",""taste"":1}","{""health"":0,""taste"":0}","",""
"","1753","","1753","500","stim","single-stim-button","116","394273","0.0-116.0","dietary_decision","true","0","","No","1753","decision","HoHo","-1","10","Lindt","{""health"":-1,""taste"":0}","{""health"":0,""taste"":0}","",""
"","3475","","3475","500","stim","single-stim-button","117","398261","0.0-117.0","dietary_decision","true","0","","No","3475","decision","raisins","-1","11","Lindt","{""health"":1,""taste"":0}","{""health"":0,""taste"":0}","",""
"","1282","","1282","500","stim","single-stim-button","118","400045","0.0-118.0","dietary_decision","true","0","","Yes","1282","decision","laysclassic","1","12","Lindt","{""health"":-1,""taste"":1}","{""health"":0,""taste"":0}","",""
"","1364","","1364","500","stim","single-stim-button","119","401917","0.0-119.0","dietary_decision","true","0","","No","1364","decision","MrsFields","-1","13","Lindt","{""health"":-1,""taste"":-1}","{""health"":0,""taste"":0}","",""
"","1443","","1443","500","stim","single-stim-button","120","403866","0.0-120.0","dietary_decision","true","0","","Neutral","1443","decision","cellery","0","14","Lindt","{""health"":1,""taste"":0}","{""health"":0,""taste"":0}","",""
"","1946","","1946","500","stim","single-stim-button","121","406323","0.0-121.0","dietary_decision","true","0","","Neutral","1946","decision","wwmuffin","0","15","Lindt","{""health"":0,""taste"":0}","{""health"":0,""taste"":0}","",""
"","2185","","2185","500","stim","single-stim-button","122","409019","0.0-122.0","dietary_decision","true","0","","Yes","2185","decision","Doritosranch","1","16","Lindt","{""health"":-1,""taste"":1}","{""health"":0,""taste"":0}","",""
"","2029","","2029","500","stim","single-stim-button","123","411552","0.0-123.0","dietary_decision","true","0","","Neutral","2029","decision","butterfinger","0","17","Lindt","{""health"":""NaN"",""taste"":-1}","{""health"":0,""taste"":0}","",""
"","1252","","1252","500","stim","single-stim-button","124","413312","0.0-124.0","dietary_decision","true","0","","No","1252","decision","RiceKrispyTreat","-1","18","Lindt","{""health"":""NaN"",""taste"":-1}","{""health"":0,""taste"":0}","",""
"","1446","","1446","500","stim","single-stim-button","125","415266","0.0-125.0","dietary_decision","true","0","","Strong_No","1446","decision","brocollincauliflower","-2","19","Lindt","{""health"":""NaN"",""taste"":-2}","{""health"":0,""taste"":0}","",""
"","1390","","1390","500","stim","single-stim-button","126","417159","0.0-126.0","dietary_decision","true","0","","No","1390","decision","cookies","-1","20","Lindt","{""health"":""NaN"",""taste"":0}","{""health"":0,""taste"":0}","",""
"","1107","","1107","500","stim","single-stim-button","127","418778","0.0-127.0","dietary_decision","true","0","","No","1107","decision","FamousAmos","-1","21","Lindt","{""health"":1,""taste"":-1}","{""health"":0,""taste"":0}","",""
"","849","","849","500","stim","single-stim-button","128","420129","0.0-128.0","dietary_decision","true","0","","No","849","decision","slimfastC","-1","22","Lindt","{""health"":0,""taste"":0}","{""health"":0,""taste"":0}","",""
"","1296","","1296","500","stim","single-stim-button","129","421937","0.0-129.0","dietary_decision","true","0","","Neutral","1296","decision","icecreamsandwich","0","23","Lindt","{""health"":0,""taste"":0}","{""health"":0,""taste"":0}","",""
"","1424","","1424","500","stim","single-stim-button","130","423872","0.0-130.0","dietary_decision","true","0","","Neutral","1424","decision","mixedyogart","0","24","Lindt","{""health"":""NaN"",""taste"":0}","{""health"":0,""taste"":0}","",""
"","1137","","1137","500","stim","single-stim-button","131","425520","0.0-131.0","dietary_decision","true","0","","Neutral","1137","decision","redgrapes","0","25","Lindt","{""health"":2,""taste"":0}","{""health"":0,""taste"":0}","",""
"","1286","","1286","500","stim","single-stim-button","132","427320","0.0-132.0","dietary_decision","true","0","","Neutral","1286","decision","Reeses","0","26","Lindt","{""health"":-1,""taste"":0}","{""health"":0,""taste"":0}","",""
"","1732","","1732","500","stim","single-stim-button","133","429559","0.0-133.0","dietary_decision","true","0","","No","1732","decision","ffraspsorbet","-1","27","Lindt","{""health"":0,""taste"":0}","{""health"":0,""taste"":0}","",""
"","1779","","1779","500","stim","single-stim-button","134","431839","0.0-134.0","dietary_decision","true","0","","Strong_Yes","1779","decision","banana","2","28","Lindt","{""health"":2,""taste"":2}","{""health"":0,""taste"":0}","",""
"","3021","","3021","500","stim","single-stim-button","135","435364","0.0-135.0","dietary_decision","true","0","","No","3021","decision","wheatcrisps","-1","29","Lindt","{""health"":1,""taste"":0}","{""health"":0,""taste"":0}","",""
"","1462","","1462","500","stim","single-stim-button","136","437340","0.0-136.0","dietary_decision","true","0","","Neutral","1462","decision","orangejello","0","30","Lindt","{""health"":-2,""taste"":0}","{""health"":0,""taste"":0}","",""
"","1436","","1436","500","stim","single-stim-button","137","439283","0.0-137.0","dietary_decision","true","0","","Yes","1436","decision","whitegrapes","1","31","Lindt","{""health"":1,""taste"":1}","{""health"":0,""taste"":0}","",""
"","936","","936","500","stim","single-stim-button","138","440732","0.0-138.0","dietary_decision","true","0","","Yes","936","decision","grannysmith","1","32","Lindt","{""health"":2,""taste"":1}","{""health"":0,""taste"":0}","",""
"","1673","","1673","500","stim","single-stim-button","139","442914","0.0-139.0","dietary_decision","true","0","","No","1673","decision","100Grand","-1","33","Lindt","{""health"":-1,""taste"":0}","{""health"":0,""taste"":0}","",""
"","723","","723","500","stim","single-stim-button","140","444146","0.0-140.0","dietary_decision","true","0","","No","723","decision","sbdietbar","-1","34","Lindt","{""health"":0,""taste"":-1}","{""health"":0,""taste"":0}","",""
"","2088","","2088","500","stim","single-stim-button","141","446749","0.0-141.0","dietary_decision","true","0","","Neutral","2088","decision","wwbrownie","0","35","Lindt","{""health"":0,""taste"":1}","{""health"":0,""taste"":0}","",""
"","1149","","1149","500","stim","single-stim-button","142","448410","0.0-142.0","dietary_decision","true","0","","No","1149","decision","sbcrackers","-1","36","Lindt","{""health"":0,""taste"":-1}","{""health"":0,""taste"":0}","",""
"","1971","","1971","500","stim","single-stim-button","143","450888","0.0-143.0","dietary_decision","true","0","","No","1971","decision","carrots","-1","37","Lindt","{""health"":1,""taste"":0}","{""health"":0,""taste"":0}","",""
"","1798","","1798","500","stim","single-stim-button","144","453196","0.0-144.0","dietary_decision","true","0","","Yes","1798","decision","Oreos","1","38","Lindt","{""health"":-1,""taste"":2}","{""health"":0,""taste"":0}","",""
"","1194","","1194","500","stim","single-stim-button","145","454898","0.0-145.0","dietary_decision","true","0","","No","1194","decision","keeblerrainbow","-1","39","Lindt","{""health"":0,""taste"":0}","{""health"":0,""taste"":0}","",""
"","1947","","1947","500","stim","single-stim-button","146","457353","0.0-146.0","dietary_decision","true","0","","Strong_No","1947","decision","specialKbar","-2","40","Lindt","{""health"":0,""taste"":0}","{""health"":0,""taste"":0}","",""
"","1357","","1357","500","stim","single-stim-button","147","459217","0.0-147.0","dietary_decision","true","0","","Strong_No","1357","decision","slimfastV","-2","41","Lindt","{""health"":0,""taste"":0}","{""health"":0,""taste"":0}","",""
"","1534","","1534","500","stim","single-stim-button","148","461258","0.0-148.0","dietary_decision","true","0","","Strong_Yes","1534","decision","cookiencream","2","42","Lindt","{""health"":0,""taste"":2}","{""health"":0,""taste"":0}","",""
"","1305","","1305","500","stim","single-stim-button","149","463066","0.0-149.0","dietary_decision","true","0","","No","1305","decision","frozenyogart","-1","43","Lindt","{""health"":-1,""taste"":0}","{""health"":0,""taste"":0}","",""
"","2942","","2942","500","stim","single-stim-button","150","466514","0.0-150.0","dietary_decision","true","0","","No","2942","decision","ruffles","-1","44","Lindt","{""health"":0,""taste"":0}","{""health"":0,""taste"":0}","",""
"","1227","","1227","500","stim","single-stim-button","151","468252","0.0-151.0","dietary_decision","true","0","","Strong_No","1227","decision","FlamingCheetos","-2","45","Lindt","{""health"":-2,""taste"":-1}","{""health"":0,""taste"":0}","",""
"","1993","","1993","500","stim","single-stim-button","152","470757","0.0-152.0","dietary_decision","true","0","","No","1993","decision","orange","-1","46","Lindt","{""health"":2,""taste"":0}","{""health"":0,""taste"":0}","",""
"","860","","860","500","stim","single-stim-button","153","472122","0.0-153.0","dietary_decision","true","0","","No","860","decision","strussel","-1","47","Lindt","{""health"":0,""taste"":-1}","{""health"":0,""taste"":0}","",""
"","1207","","1207","500","stim","single-stim-button","154","473831","0.0-154.0","dietary_decision","true","0","","Yes","1207","decision","uToberlorone","1","48","Lindt","{""health"":-1,""taste"":1}","{""health"":0,""taste"":0}","",""
"","214537","","","","post task questions","survey-text","155","688874","0.0-155.0","dietary_decision","true","3","","","","","","","","","","","{""Q0"":""Well you got an analysis on my eating preferences, choices and what I consider to be healthy."",""Q1"":""A timer would have been nice.""}",""
"<div class = centerbox><p class = ""center-block-text"">Thanks for completing this task!</p><p class = ""center-block-text"">Press <strong>enter</strong> to continue.</p></div>","1721","13","1721","0","end","poldrack-text","156","691599","0.0-156.0","dietary_decision","true","0","","","","","","","","","","","","true"
